137,S,132
137,D,133
137,U,134
137,NW,135
137,N,136
137,SW,138
137,E,139
137,W,112
138,Q,0
138,D,107
138,E,131
138,NE,132
138,U,133
138,W,134
138,N,135
138,S,136
138,SE,137
138,SW,139
138,NW,112
139,Q,0
139,SW,107
139,NW,131
139,E,132
139,W,133
139,N,134
139,D,135
139,SE,136
139,U,137
139,S,138
139,NE,112
140,Q,0
140,N,112
